Judul,Jenis,Urgensi,Polda,Tanggal,Isi
Tanda Tanya Pensiunan Brigjen TNI Tewas di Marunda,intelijen,sedang,JAKARTA,"15/1/2025, 13.14.12","Sesosok mayat pria yang ditemukan mengambang di perairan Marunda, Jakarta Utara bikin gempar. Korban merupakan pensiunan TNI berpangkat terakhir Brigjen.

Korban bernama Hendrawan Ostevan, pertama kali ditemukan oleh seorang nelayan, pada Jumat, 10 Januari 2025. Pada jenazah korban ditemukan kartu tanda anggota TNI dan Badan Intelijen Negara (BIN).

Sebelum ditemukan tewas, mobil korban terpantau CCTV memasuki Dermaga KCN Marunda. Mobil tersebut melaju di Kade 07-08 lalu tercebur ke laut.


Namun, apa penyebab kematian pria berusia 75 tahun itu masih menjadi tanda tanya. Polisi saat ini masih menunggu hasil visum jenazah untuk mengetahui lebih lanjut terkait penyebab kematian korban."
Si 'Gimbal' Terduga Pembunuh Sandy Permana Diburu ke Segala Penjuru  ,intelijen,sedang,KOTA BEKASI,"15/1/2025, 03.35.45","kata Kasat Reskrim Polres Metro Bekasi Kompol Onkoseno Grandiarso Sukahar, Selasa (14/1/2025). Onkoseno menjawab pertanyaan wartawan apakah ciri-ciri yang diungkap istri korban itu sama dengan sosok yang dicari polisi.

""Nanang Irawan alias Gimbal (45) terduga pelaku pembunuhan terhadap Sandy Permana pernah tinggal berdampingan dan rumahnya bersebelahan dengan rumah korban,"" kata Bambang.

""Kru juga, kru film, memang rumahnya pertama sampingan rumah itu terus di-over sama temannya juga namanya Imam. Dia (terduga pelaku) pindah ke sini, masih satu kompleks, tetapi beda gang,"" lanjutnya.

Sandy pertama kali ditemukan pada Minggu (12/1) pukul 07.00 WIB pagi di pinggir jalan dekat dengan rumahnya. Tetangga Sandy Permana histeris saat mendapati korban sudah tergeletak bersimbah darah di lokasi kejadian."
"Polres Pelabuhan Tanjung Priok Musnahkan Ganja-Sabu Senilai Rp 1,8 Miliar",intelijen,sedang,JAKARTA UTARA,"15/1/2025, 03.32.13","Dia mengatakan barang bukti narkoba ini didapat dari hasil pengungkapan dua kasus sejak September 2024 hingga Januari 2025. Adapun narkotika yang dimusnahkan adalah ganja seberat 60.006 kg dan sabu seberat 815 gram.

""Untuk menumbuhkan kepercayaan masyarakat sebagai bukti keseriusan pemerintah, termasuk Polri, dalam memberantas peredaran gelap dan penyalahgunaan narkoba ini, maka pada hari ini Polres Pelabuhan Tanjung Priok beserta BNN Kota Jakarta Utara, Kejaksaan Negeri Jakarta Utara, Pengadilan Negeri Jakarta Utara, Puslabfor Bareskrim Polri dan seluruh elemen masyarakat akan memusnahkan barang bukti narkoba,"" kata Martuasah kepada wartawan di Polres Pelabuhan Tanjung Priok, Selasa (14/1/2025)."
 Pelantikan Kepala Daerah Terpilih Pilkada 2024 di Sulawesi Tenggara Masih Sesuai Jadwal 7-9 Februari,intelijen,sedang,KOTA KENDARI,"14/1/2025, 23.38.10","Jadwal Pelantikan: Berdasarkan Perpres Nomor 80 Tahun 2024, pelantikan gubernur dijadwalkan pada 7 Februari, sementara pelantikan bupati dan wali kota berlangsung pada 9 Februari.
Daerah Tanpa Sengketa: Enam daerah, yaitu Konawe, Kolaka, Kolaka Timur, Buton Utara, Bombana, dan Muna Barat, telah menetapkan kepala daerah terpilih tanpa sengketa di MK.
Daerah dengan Sengketa: Beberapa daerah lainnya, seperti Kota Kendari, Konawe Utara, dan Wakatobi, masih dalam proses penyelesaian sengketa hasil Pilkada di MK.
KPU Sultra: Ketua KPU Sultra, Asril, menegaskan jadwal pelantikan tetap mengacu pada peraturan pemerintah hingga ada keputusan baru."
" Tiga Permasalahan Pencemaran Air Temuan BPK Sulawesi Tenggara, Pemkot Kendari Terima Rekomendasi",intelijen,sedang,Kota Kendari,"14/1/2025, 23.20.54","Temuan BPK Sultra: Ada tiga permasalahan utama dalam pengendalian pencemaran air di Kota Kendari, meliputi kurangnya perencanaan, penanggulangan, dan pemulihan pencemaran limbah.
Dampak Pencemaran: Jika tidak segera ditangani, pencemaran air dapat mengganggu kesehatan masyarakat dan merusak ekosistem lokal.
Langkah Pemkot Kendari: Pemerintah setempat telah memulai berbagai upaya, termasuk sosialisasi, edukasi, dan pengelolaan kebersihan untuk mengurangi dampak pencemaran air."
"Polemik Jadwal Pelantikan Kepala Daerah, Pemerintah Tunggu Kepastian MK",intelijen,sedang,"Palembang, Sumsel","13/1/2025, 15.10.50",https://sumeks.disway.id/read/739712/polemik-jadwal-pelantikan-kepala-daerah-pemerintah-tunggu-kepastian-mk
"Perayaan Natal Oikumene di Palembang, Panitia Ajak Masyarakat Wujudkan Sumsel Zero Konflik",intelijen,sedang,"Palembang, Sumsel","12/1/2025, 15.39.50",https://sumsel.tribunnews.com/2025/01/11/perayaan-natal-oikumene-di-palembang-panitia-ajak-masyarakat-wujudkan-sumsel-zero-konflik.
"WNA di Jakbar Kecurian HP-Laptop, Polisi Usut hingga Terungkap  ",intelijen,sedang,JAKARTA BARAT,"12/1/2025, 14.48.01","""Barang-barang milik korban, yaitu laptop dan handphone, diambil oleh temannya yang sempat berkunjung ke tempat kos korban. Barang tersebut kemudian digadaikan kepada pihak lain,"" kata Sudrajat dilansir dari Instagram Polsek Tambora, Sabtu (11/1/2025).


""Kami di Polsek Tambora selalu berupaya memberikan pelayanan terbaik dan respons cepat terhadap laporan masyarakat. Harapan kami, masyarakat merasa terlindungi dan terlayani dengan baik,"" kata Kapolsek Tambora, Kompol Donny Agung Harvida."
5 Fakta Miris Penjual Video Porno Anak Punya Konten Tak Terhingga,intelijen,sedang,JAKARTA ,"12/1/2025, 14.42.56","Pihak kepolisian kemudian melakukan pengusutan. Polisi lalu menangkap pelaku berinisial RYS (29) ditangkap di Bekasi Barat, Kota Bekasi baru-baru ini. Hasil pemeriksaan terungkap tersangka RYS mengoleksi ribuan konten porno anak.

1. RYS Ditetapkan Sebagai Tersangka
2. Koleksi Ribuan Konten Porno
3. Member Dapat Konten Unlimited
4. Motif Ekonomi
5. Asal-usul Video Porno"
MK Sidangkan Gugatan Sengketa Hasil Pilkada Kendari Diajukan Rasak-Afdhal dan Yudhi-Nirna 15 Januari    ,intelijen,sedang,KOTA KENDARI,"12/1/2025, 05.02.54","Jadwal Sidang
MK telah menjadwalkan sidang pendahuluan sengketa hasil Pilkada Kendari pada 15 Januari 2025. Sidang ini berada pada panel satu, yang menangani gugatan dari enam provinsi, 13 kota, dan 67 kabupaten.



Pemohon Gugatan


Pasangan Abdul Rasak-Afdhal dengan registrasi perkara 97/PHPU/WAKO-XXIII/2025.
Pasangan Yudhianto Mahardika-Nirna Lachmuddin dengan registrasi perkara 193/PHPU/WAKO-XXIII/2025.



Hakim yang Bertugas
Panel satu akan dipimpin oleh Hakim Ketua Suhartoyo dengan anggota hakim Daniel Yusmic Pancastaki dan Muhammad Guntue Hamzah.



Komisioner Bawaslu Kota Kendari
Wa Ode Nur Iman telah mengonfirmasi jadwal sidang dan memastikan bahwa proses ini akan berjalan sesuai jadwal."
Aksi Polisi Sergap Pencuri Tiang Lampu Dini Hari hingga Ditabrak dan Terseret,intelijen,sedang,JAKARTA,"11/1/2025, 20.09.59","Pencurian tiang lampu jalan terjadi di Jalan Raya Cilegon-Anyer, Ciwandan, Cilegon, Banten. Peristiwa pada dini hari itu dilaporkan ke polisi.
Sejumlah anggota polisi, dipimpin Kanit Reskrim Polsek Ciwandan, berangkat ke tempat kejadian perkara. Saat itu adalah Rabu (8/1/2025) sekitar pukul 01.30 WIB.

""Setelah menerima laporan, Kanit Reskrim Polsek Ciwandan beserta satu anggota piket intel berangkat menuju lokasi kejadian. Sekitar pukul 01.30 WIB, mereka berboncengan menggunakan sepeda motor, sementara anggota jaga mengikuti dengan kendaraan patroli,"" kata Kasubdit Jatanras Ditreskrimum Polda Banten, Kompol Akbar Baskoro, kepada wartawan, Kamis (9/1/2025).

Anggota kepolisian melihat ada sejumlah pria bersama beberapa tiang yang telah dipotong. Polisi pun mendatangi untuk memeriksa."
Polisi Cari Sopir Alphard yang Ditunjuk-tunjuk Patwal Saat Kawal RI 36,intelijen,sedang,JAKARTA,"11/1/2025, 20.06.43","Direktorat Lalu Lintas Polda Metro Jaya mencari sosok pengemudi taksi Alphard yang viral ditunjuk-tunjuk oleh anggota Patwal yang mengawal mobil Lexus berpelat RI 36. Polisi akan meminta klarifikasi dari pengemudi taksi Alphard tersebut.
""Selanjutnya Ditlantas Polda Metro Jaya akan juga akan mencari pengemudi Taxi Alphard untuk meminta klarifikasi apakah ada tindakan atau ucapan dari personel Ditlantas yang dianggap tidak sopan/arogan,"" kata Dirlantas Polda Metro Jaya Kombes Latif Usman, dalam keterangan kepada wartawan, Sabtu (11/1/2025).

Latif mengatakan pihaknya telah meminta klarifikasi dari anggota Patwal, Brigadir DK. Brigadir DK juga sudah diberikan sanksi berupa teguran gara-gara gestur menunjuk-nunjuk yang dianggap arogan itu."
"Video Detik-Detik OTT di Ruang Kerja Kadisnakertrans Sumsel Beredar Luas, Dipimpin Langsung Kajari Palembang.",intelijen,sedang,"Palembang, Sumsel","11/1/2025, 14.46.45",https://sumeks.disway.id/read/739514/video-detik-detik-ott-di-ruang-kerja-kadisnakertrans-sumsel-beredar-luas-dipimpin-langsung-kajari-palembang
"Evakuasi Truk Galon Terguling Di Tol Jagorawi, Lalin Arah Sentul Macet",intelijen,sedang,JAWA BARAT,"11/1/2025, 07.33.10","Bogor - Kecelakaan lalu lintas terjadi di Tol Jagorawi Km 36+600, Bogor, Jawa Barat, pagi ini. Sebuah truk bermuatan galon terguling.
Petugas call center Jasa Marga, Cindy mengatakan, truk terguling di lajur 1 dan 2 tol. Saat ini, proses evakuasi muatan masih berlangsung.

""Untuk informasinya itu kecelakaan di Km 36+600. Penanganan truk muatan galon terbalik miring antara lajur 1 dan 2, sedang proses pemindahan muatan,"" kata Cindy, saat dihubungi, Jumat (10/1/2025) pukul 08.48 WIB.

Sementara itu, kondisi arus lalu lintas terjadi kepadatan. Kepadatan terjadi di Km 38 hingga Km 37.

""Adanya kepadatan dari Km 38 sampai 37, selepas itu terpantau lancar,"" ungkapnya.

Informasi yang diterimanya, tidak ada korban jiwa dalam kecelakaan tersebut. Kerugian hanya materi, dan proses evakuasi masih berlangsung.

""Iya benar (masih proses evakuasi), tidak ada (korban),"" pungkasnya."
Jalan Ciledug Raya Amblas Saat Hujan Deras,intelijen,sedang,JAKARTA SELATAN,"11/1/2025, 07.32.39","Jakarta - Jalan Ciledug Raya, Kebayoran Lama, Jakarta Selatan (Jaksel) amblas hingga memicu kemacetan. Dinas Sumber Daya Air (SDA) DKI Jakarta mengungkapkan Jalan Ciledug Raya amblas karena tanah belum padat setelah pembuatan ""jacking"" untuk menangani banjir di kawasan itu.
""Kondisi permukaan tanah yang diduga belum cukup padat pasca pembangunan,"" kata Ketua Subkelompok Drainase Bidang Pengendalian Banjir dan Drainase Dinas SDA Jakarta, Firmansyah Saputra, dilansir Antara, Jumat (10/1/2025).

Metode ""jacking"" merupakan pemasangan pipa dengan melakukan pengeboran tanah di bawah permukaan jalan, lalu mendorong pipa menggunakan tekanan hidrolik.

Firmansyah mengatakan lokasi penurunan permukaan jalan tersebut berada di atas salah satu bekas galian pit pembuatan lubang utama (main hole) pekerjaan Jacking Cipulir yang dikerjakan Dinas SDA DKI pada 2024.

Selain imbas pembuatan atau pemasangan ""jacking"", Jalan Ciledug Raya amblas lantaran beban berlebih yang melewati jalan dan kondisi yang sempat hujan. Hingga kini, Dinas SDA masih mengupayakan tahapan pekerjaan dilaksanakan sesuai prosedur.

""Sampai saat ini 'jacking' masih dalam masa pemeliharaan kontraktor pelaksana,"" ujarnya.

Jalan Ciledug Raya Jaksel Amblas
Sejak Kamis (9/1), Dinas SDA DKI menyatakan bahwa Jalan Ciledug Raya di depan Masjid Assalam, Cipulir, Kebayoran Lama, Jaksel, yang ambles sudah diperbaiki dan dapat dilalui kendaraan.

Para pengguna jalan masih bisa melintas, namun Dinas SDA DKI terus memonitor dan memperbaiki kondisi lapangan.

""Tim kami juga masih monitor terus dan akan memperbaiki untuk kondisi lapangan yang belum rapi,"" ujarnya.

Jalan Ciledug Raya arah Jakarta, tepatnya di depan Masjid Assalam, Cipulir, Kebayoran Lama, Jakarta Selatan, ambles pada Rabu (8/1) kemarin. Perbaikan dilakukan pada Rabu (8/1) malam dengan melakukan pengaspalan kembali pada bagian permukaan jalan yang rusak.

Pengerjaan pembangunan saluran ""jacking"" tersebut dimulai dari simpang Jalan Seskoal melewati Jalan Ciledug Raya, sampai Pasar Cipulir dan telah dimulai sejak Senin (6/5/2024)."
"Nasib 14 Perkara Pilkada 2024 se-Sulawesi Tenggara di Mahkamah Konstitusi, Update Jadwal Sidang MK ",intelijen,sedang,KOTA KENDARI,"11/1/2025, 02.57.21","Jumlah Perkara: Sebanyak 14 perkara perselisihan hasil Pilkada 2024 di Sulawesi Tenggara telah teregister di MK, termasuk satu perkara untuk Pilgub Sultra dan 13 perkara lainnya dari kabupaten/kota.
Pihak Penggugat: Gugatan hasil Pilgub Sultra diajukan pasangan Tina Nur Alam dan LM Ihsan Taufik Ridwan terhadap hasil pleno KPU yang memenangkan pasangan Andi Sumangerukka dan Hugua.
Sidang Pemeriksaan Pendahuluan: Sidang pemeriksaan awal telah dimulai pada 8 Januari 2025 dan dijadwalkan berlangsung hingga 16 Januari 2025.
Regulasi: Proses persidangan mengacu pada Peraturan Mahkamah Konstitusi Nomor 14 Tahun 2024, yang mengatur mekanisme penanganan perselisihan hasil pemilu kepala daerah.
Daerah Terdampak: Sengketa mencakup beberapa daerah strategis seperti Kendari, Konawe Selatan, Konawe Utara, Wakatobi, dan Baubau."
"KPU Konawe Usulkan Pengesahan, Pengangkatan YA-SYAM Bupati dan Wabup Terpilih Hasil Pilkada diKPU Konawe Usulkan Pengesahan, Pengangkatan YA-SYAM Bupati dan Wabup Terpilih Hasil Pilkada di DPRD",intelijen,sedang,Kabupaten Konawe,"11/1/2025, 02.55.55","Penetapan Pasangan Terpilih: YA-SYAM ditetapkan sebagai Bupati dan Wakil Bupati Konawe dalam rapat pleno terbuka yang digelar KPU Konawe pada Kamis, 9 Januari 2025.
Langkah Usulan: KPU Konawe mengusulkan pengesahan dan pengangkatan pasangan terpilih kepada DPRD Konawe sehari setelah penetapan, sesuai dengan PKPU Nomor 18 Tahun 2024 Pasal 66 Ayat 3.
Jadwal Pelantikan: Berdasarkan Peraturan Presiden Nomor 80 Tahun 2024, pelantikan Bupati dan Wakil Bupati dijadwalkan pada 10 Februari 2025, meski jadwal ini dapat berubah tergantung pada dinamika sidang Mahkamah Konstitusi (MK).
Ucapan Terima Kasih: KPU Konawe menyampaikan apresiasi kepada semua pihak yang berkontribusi dalam kesuksesan penyelenggaraan Pilkada 2024."
"Respon Laporan Masyarakat, Puluhan Kades Dipanggil Kejari Empat Lawang",intelijen,sedang,"EMPAT LAWANG, SUMSEL","10/1/2025, 15.19.57",https://sumsel.tribunnews.com/2025/01/09/respon-laporan-masyarakat-puluhan-kades-dipanggil-kejari-empat-lawang.
"Kolong Tol Angke: Dulu Dijejali Warga, Kini Kosong Melompong  ",intelijen,sedang,JAKARTA,"10/1/2025, 06.11.22","Pemerintah kini hampir rampung menyulap kolong Tol Angke, Jakarta Barat, menjadi enak dipandang. Pasalnya, dulu di kolong tol ini ratusan keluarga tinggal di bangunan sementara. Namun kini para warga sudah direlokasi.

Bahkan pemerintah berencana akan membuat lahan bekas rumah warga itu menjadi ruang terbuka hijau (RTH). Pantauan detikcom, Kamis (9/1/2025), lahan itu kini sudah kosong melompong."
